CSD Code / Code de la SDR 1996,CSD Name / Nom de la SDR 1996,2A Population / Population 2A 1996,Income / Revenu 1996,Education / Scolarité 1996,Housing / Logement 1996,Labour Force Activity / Activité sur le marché du travail 1996,CWB / IBC 1996,Community Type / Type de collectivité 1996
1001325,Heart's Content,538,64,34,98,68,66,Non-Aboriginal Communities
1001328,New Perlican,252,51,22,90,40,51,Non-Aboriginal Communities
1001332,Winterton,622,70,25,95,55,61,Non-Aboriginal Communities
1001335,Hant's Harbour,519,62,26,90,52,58,Non-Aboriginal Communities
1001339,"Division No.  1, Subd. G","2,694",62,27,94,53,59,Non-Aboriginal Communities
1001343,Old Perlican,747,68,32,96,64,65,Non-Aboriginal Communities
1001347,Bay de Verde,594,68,26,95,48,59,Non-Aboriginal Communities
1001352,Small Point-Broad Cove-Blackhead-Adams Cove,492,68,26,93,55,61,Non-Aboriginal Communities
1001357,"Division No.  1, Subd. H",460,62,33,93,65,63,Non-Aboriginal Communities
1001361,Salmon Cove,786,66,32,97,53,62,Non-Aboriginal Communities
1001365,Victoria,"1,849",63,31,91,58,61,Non-Aboriginal Communities
1001370,Carbonear,"5,168",68,41,95,69,68,Non-Aboriginal Communities
1001374,"Division No.  1, Subd. I",195, , , , ,76,Non-Aboriginal Communities
1001375,Bryant's Cove,449,59,27,100,60,62,Non-Aboriginal Communities
1001379,Harbour Grace,"3,740",68,40,94,68,67,Non-Aboriginal Communities
1001385,Upper Island Cove,"2,034",65,34,95,67,65,Non-Aboriginal Communities
1001391,"Division No.  1, Subd. J",0, , , , ,,Non-Aboriginal Communities
1001394,Bishop's Cove,282,63,36,99,53,63,Non-Aboriginal Communities
1001396,Spaniard's Bay,"2,771",62,37,95,68,66,Non-Aboriginal Communities
1001405,"Division No.  1, Subd. K",2, , , , ,,Non-Aboriginal Communities
1001409,Bay Roberts,"5,472",70,42,95,69,69,Non-Aboriginal Communities
1001415,"Division No.  1, Subd. L","1,097",81,35,96,71,71,Non-Aboriginal Communities
1001421,"Division No.  1, Subd. M",901,65,32,91,52,60,Non-Aboriginal Communities
1001426,North River,589,72,44,97,69,71,Non-Aboriginal Communities
1001429,Clarke's Beach,"1,244",70,41,97,73,70,Non-Aboriginal Communities
1001434,South River,761,73,43,94,71,70,Non-Aboriginal Communities
1001437,Cupids,891,62,37,91,65,64,Non-Aboriginal Communities
1001441,"Division No.  1, Subd. N",392,69,19,98,62,62,Non-Aboriginal Communities
1001446,Brigus,902,67,37,98,65,67,Non-Aboriginal Communities
1001452,"Division No.  1, Subd. O",780,61,28,91,57,59,Non-Aboriginal Communities
1001456,Colliers,774,75,37,98,76,72,Non-Aboriginal Communities
1001461,Conception Harbour,888,75,33,94,65,67,Non-Aboriginal Communities
1001464,Avondale,765,73,43,94,62,68,Non-Aboriginal Communities
1001469,Harbour Main-Chapel Cove-Lakeview,"1,244",75,45,86,72,70,Non-Aboriginal Communities
1001472,Holyrood,"2,090",74,48,96,80,75,Non-Aboriginal Communities
1001485,Conception Bay South,"19,265",72,47,96,80,74,Non-Aboriginal Communities
1001490,"Division No.  1, Subd. R",460,59,38,89,66,63,Non-Aboriginal Communities
1001494,Wabana,"3,136",55,33,90,58,59,Non-Aboriginal Communities
1001504,Portugal Cove-St. Philip's,"5,773",79,52,96,83,77,Non-Aboriginal Communities
1001505,Pouch Cove,"1,885",70,39,94,77,70,Non-Aboriginal Communities
1001507,Flatrock,"1,087",74,45,97,85,75,Non-Aboriginal Communities
1001509,Torbay,"5,230",77,52,97,83,77,Non-Aboriginal Communities
1001511,Logy Bay-Middle Cove-Outer Cove,"1,881",81,58,95,85,80,Non-Aboriginal Communities
1001512,Bauline,380,76,28,99,76,70,Non-Aboriginal Communities
1001517,Paradise,"7,960",77,51,98,85,78,Non-Aboriginal Communities
1001519,St. John's,"101,936",79,53,96,80,77,Non-Aboriginal Communities
1001542,Mount Pearl,"25,519",78,53,98,84,78,Non-Aboriginal Communities
1001551,Petty Harbour-Maddox Cove,954,73,33,97,67,67,Non-Aboriginal Communities
1001557,Bay Bulls,"1,063",77,47,94,81,75,Non-Aboriginal Communities
1001559,Witless Bay,"1,118",69,46,98,71,71,Non-Aboriginal Communities
1001565,"Division No.  1, Subd. D",4, , , , ,,Non-Aboriginal Communities
1002001,"Division No.  2, Subd. E",263,81,37,97,64,70,Non-Aboriginal Communities
1002002,Lewin's Cove,604,61,42,95,61,65,Non-Aboriginal Communities
1002003,Port au Bras,268,61,29,98,70,65,Non-Aboriginal Communities
1002004,Burin,"2,682",67,39,96,69,68,Non-Aboriginal Communities
1002006,"Division No.  2, Subd. F",178, , , , ,55,Non-Aboriginal Communities
1002008,St. Lawrence,"1,697",57,39,92,61,62,Non-Aboriginal Communities
1002009,"Division No.  2, Subd. G",8, , , , ,,Non-Aboriginal Communities
1002011,Lawn,957,47,34,90,51,56,Non-Aboriginal Communities
1002012,Lamaline,440,56,26,92,49,56,Non-Aboriginal Communities
1002013,Lord's Cove,302,59,29,78,63,57,Non-Aboriginal Communities
1002014,Point May,377,50,31,86,47,53,Non-Aboriginal Communities
1002015,Point au Gaul,112, , , , ,57,Non-Aboriginal Communities
1002016,"Division No.  2, Subd. H",102, , , , ,52,Non-Aboriginal Communities
1002017,Frenchman's Cove,220, , , , ,63,Non-Aboriginal Communities
1002018,Fortune,"1,969",63,25,95,55,59,Non-Aboriginal Communities
1002019,Grand Bank,"3,328",69,37,95,74,69,Non-Aboriginal Communities
1002021,Garnish,691,70,30,98,70,67,Non-Aboriginal Communities
1002022,"Division No.  2, Subd. D",322,70,26,89,50,59,Non-Aboriginal Communities
1002023,Winterland,318,72,54,92,70,72,Non-Aboriginal Communities
1002024,Marystown,"6,742",69,41,96,67,68,Non-Aboriginal Communities
1002025,Fox Cove-Mortier,442,56,22,96,65,60,Non-Aboriginal Communities
1002026,"Division No.  2, Subd. I",224, , , , ,60,Non-Aboriginal Communities
1002027,Bay L'Argent,377,58,24,96,55,58,Non-Aboriginal Communities
1002029,"Division No.  2, Subd. J",0, , , , ,,Non-Aboriginal Communities
1002030,Grand le Pierre,327,44,11,97,48,50,Non-Aboriginal Communities
1002031,"Division No.  2, Subd. C",806,59,14,95,57,57,Non-Aboriginal Communities
1002033,Rushoon,442,67,33,90,60,63,Non-Aboriginal Communities
1002034,Parker's Cove,427,54,15,100,71,60,Non-Aboriginal Communities
1002036,Terrenceville,737,60,23,98,53,58,Non-Aboriginal Communities
1002037,Red Harbour,248, , , , ,72,Non-Aboriginal Communities
1002039,English Harbour East,253, , , , ,56,Non-Aboriginal Communities
1002040,Baine Harbour,170, , , , ,73,Non-Aboriginal Communities
1002041,St. Bernard's-Jacques Fontaine,751,69,27,100,74,68,Non-Aboriginal Communities
1002044,"Division No.  2, Subd. L",7, , , , ,,Non-Aboriginal Communities
1002048,"Division No.  2, Subd. K",752,68,31,96,65,65,Non-Aboriginal Communities
1002055,Little Bay East,180, , , , ,61,Non-Aboriginal Communities
1003001,"Division No.  3, Subd. A",0, , , , ,,Non-Aboriginal Communities
1003002,Rencontre East,215, , , , ,66,Non-Aboriginal Communities
1003003,St. Jacques-Coomb's Cove,827,60,27,99,77,66,Non-Aboriginal Communities
1003004,Belleoram,564,38,15,91,65,52,Non-Aboriginal Communities
1003005,Pool's Cove,241, , , , ,64,Non-Aboriginal Communities
1003006,"Division No.  3, Subd. B",0, , , , ,,Non-Aboriginal Communities
1003008,Harbour Breton,"2,290",58,24,93,58,58,Non-Aboriginal Communities
1003009,"Division No.  3, Subd. C",0, , , , ,,Non-Aboriginal Communities
1003010,Seal Cove,419,69,26,100,63,64,Non-Aboriginal Communities
1003011,Hermitage,687,55,22,99,58,59,Non-Aboriginal Communities
1003012,Gaultois,423,52,24,90,53,55,Non-Aboriginal Communities
1003014,"Division No.  3, Subd. D",348,60,20,90,72,61,Non-Aboriginal Communities
1003018,Milltown-Head of Bay d'Espoir,"1,124",66,33,96,64,65,Non-Aboriginal Communities
1003019,St. Alban's,"1,563",65,33,91,71,65,Non-Aboriginal Communities
1003020,Morrisville,194, , , , ,60,Non-Aboriginal Communities
1003021,"Division No.  3, Subd. E",175, , , , ,56,Non-Aboriginal Communities
1003024,"Division No.  3, Subd. F",188, , , , ,56,Non-Aboriginal Communities
1003026,Ramea,"1,080",62,30,98,58,62,Non-Aboriginal Communities
1003028,Burgeo,"2,098",60,29,95,55,60,Non-Aboriginal Communities
1003031,"Division No.  3, Subd. H",928,63,28,95,63,62,Non-Aboriginal Communities
1003032,Isle aux Morts,988,64,24,91,49,57,Non-Aboriginal Communities
1003033,Burnt Islands,919,62,15,92,60,57,Non-Aboriginal Communities
1003034,Channel-Port aux Basques,"5,243",69,32,95,68,66,Non-Aboriginal Communities
1003038,"Division No.  3, Subd. I",205, , , , ,64,Non-Aboriginal Communities
1003042,"Division No.  3, Subd. J",175, , , , ,59,Non-Aboriginal Communities
1003045,Rose Blanche-Harbour le Cou,814,63,24,94,57,59,Non-Aboriginal Communities
1003801,Samiajij Miawpukek,751,69,45,91,79,71,First Nations Communities
1004001,"Division No.  4, Subd. A","1,996",64,29,92,59,61,Non-Aboriginal Communities
1004006,"Division No.  4, Subd. B","1,756",60,27,95,61,61,Non-Aboriginal Communities
1004011,"Division No.  4, Subd. C","1,125",53,20,93,45,53,Non-Aboriginal Communities
1004013,St. George's,"1,536",62,37,94,63,64,Non-Aboriginal Communities
1004016,"Division No.  4, Subd. D",715,66,32,92,59,62,Non-Aboriginal Communities
1004017,Gallants,65, , , , ,,Non-Aboriginal Communities
1004018,Stephenville Crossing,"2,283",61,27,94,61,61,Non-Aboriginal Communities
1004019,Stephenville,"7,764",69,41,92,71,68,Non-Aboriginal Communities
1004020,Kippens,"1,887",74,43,95,76,72,Non-Aboriginal Communities
1004021,Port au Port East,707,71,45,98,79,73,Non-Aboriginal Communities
1004022,"Division No.  4, Subd. E","2,518",49,18,91,51,52,Non-Aboriginal Communities
1004033,Cape St. George,"1,095",56,19,94,55,56,Non-Aboriginal Communities
1004037,Lourdes,758,51,11,95,44,50,Non-Aboriginal Communities
1004042,Port au Port West-Aguathuna-Felix Cove,619,65,36,95,67,66,Non-Aboriginal Communities
1005001,"Division No.  5, Subd. A",230, , , , ,56,Non-Aboriginal Communities
1005003,"Division No.  5, Subd. G",802,62,25,94,48,57,Non-Aboriginal Communities
1005004,Deer Lake,"5,222",67,37,95,67,67,Non-Aboriginal Communities
1005005,Jackson's Arm,470,60,22,94,49,56,Non-Aboriginal Communities
1005006,Howley,336,63,12,84,51,52,Non-Aboriginal Communities
1005007,"Division No.  5, Subd. E",155, , , , ,49,Non-Aboriginal Communities
1005008,Hampden,651,58,21,91,52,56,Non-Aboriginal Communities
1005009,Reidville,496,64,31,97,57,62,Non-Aboriginal Communities
1005010,"Division No.  5, Subd. F",413,80,51,99,80,77,Non-Aboriginal Communities
1005011,Steady Brook,416,83,60,92,85,80,Non-Aboriginal Communities
1005012,Pasadena,"3,445",71,46,95,73,71,Non-Aboriginal Communities
1005014,Cormack,767,61,35,90,70,64,Non-Aboriginal Communities
1005015,Gillams,465,66,37,92,71,67,Non-Aboriginal Communities
1005016,"Division No.  5, Subd. C",69, , , , ,60,Non-Aboriginal Communities
1005017,Massey Drive,736,74,45,97,85,75,Non-Aboriginal Communities
1005018,Corner Brook,"21,893",75,45,95,78,73,Non-Aboriginal Communities
1005019,"Division No.  5, Subd. D",10, , , , ,,Non-Aboriginal Communities
1005020,Humber Arm South,"1,991",64,27,90,63,61,Non-Aboriginal Communities
1005022,McIver's,667,67,31,96,68,65,Non-Aboriginal Communities
1005023,Cox's Cove,898,57,19,97,50,56,Non-Aboriginal Communities
1005024,Lark Harbour,681,60,16,95,70,60,Non-Aboriginal Communities
1005025,Meadows,737,66,31,96,74,67,Non-Aboriginal Communities
1005028,Hughes Brook,181, , , , ,68,Non-Aboriginal Communities
1005030,Irishtown-Summerside,"1,424",64,31,94,70,65,Non-Aboriginal Communities
1005033,Mount Moriah,748,66,34,92,69,65,Non-Aboriginal Communities
1005035,York Harbour,416,62,30,89,65,61,Non-Aboriginal Communities
1006001,"Division No.  6, Subd. D",328,65,30,91,72,65,Non-Aboriginal Communities
1006003,Norris Arm,"1,007",61,27,92,49,57,Non-Aboriginal Communities
1006008,"Division No.  6, Subd. E",192, , , , ,53,Non-Aboriginal Communities
1006009,Gander,"10,364",80,54,96,83,78,Non-Aboriginal Communities
1006011,Appleton,572,66,44,93,77,70,Non-Aboriginal Communities
1006012,Glenwood,893,71,37,87,79,68,Non-Aboriginal Communities
1006014,"Division No.  6, Subd. C",324,73,37,98,63,68,Non-Aboriginal Communities
1006015,Northern Arm,422,73,38,95,69,69,Non-Aboriginal Communities
1006017,Grand Falls-Windsor,"14,160",75,42,95,76,72,Non-Aboriginal Communities
1006019,Bishop's Falls,"4,048",69,32,95,70,66,Non-Aboriginal Communities
1006021,Peterview,862,43,9,90,52,48,Non-Aboriginal Communities
1006022,Botwood,"3,613",70,36,94,68,67,Non-Aboriginal Communities
1006026,Badger,997,70,35,96,65,67,Non-Aboriginal Communities
1006028,Millertown,134, , , , ,72,Non-Aboriginal Communities
1006029,"Division No.  6, Subd. A",146, , , , ,52,Non-Aboriginal Communities
1006031,Buchans,"1,056",66,33,94,60,63,Non-Aboriginal Communities
1007001,"Division No.  7, Subd. M","2,808",75,35,96,64,67,Non-Aboriginal Communities
1007006,"Division No.  7, Subd. L","1,627",64,27,94,71,64,Non-Aboriginal Communities
1007009,"Division No.  7, Subd. K","1,279",62,26,86,73,62,Non-Aboriginal Communities
1007013,Clarenville,"5,335",78,51,97,81,77,Non-Aboriginal Communities
1007014,"Division No.  7, Subd. J",882,62,24,96,60,61,Non-Aboriginal Communities
1007015,"Trinity, Trinity Bay",277,65,30,99,62,64,Non-Aboriginal Communities
1007016,Port Rexton,439,61,29,98,63,63,Non-Aboriginal Communities
1007017,Little Catalina,630,62,35,96,47,60,Non-Aboriginal Communities
1007018,"Division No.  7, Subd. I",124, , , , ,72,Non-Aboriginal Communities
1007019,Port Union,542,66,33,92,59,62,Non-Aboriginal Communities
1007020,Elliston,461,53,25,95,54,57,Non-Aboriginal Communities
1007021,Catalina,"1,155",63,28,92,57,60,Non-Aboriginal Communities
1007023,Bonavista,"4,526",66,29,94,58,62,Non-Aboriginal Communities
1007024,"Division No.  7, Subd. G",578,61,24,97,51,59,Non-Aboriginal Communities
1007025,Keels,101, , , , ,55,Non-Aboriginal Communities
1007026,Duntara,85, , , , ,63,Non-Aboriginal Communities
1007027,King's Cove,175, , , , ,69,Non-Aboriginal Communities
1007028,"Division No.  7, Subd. F","1,057",64,23,94,56,59,Non-Aboriginal Communities
1007029,Plate Cove East,144, , , , ,46,Non-Aboriginal Communities
1007030,Plate Cove West,210, , , , ,57,Non-Aboriginal Communities
1007031,"Division No.  7, Subd. E","3,110",63,29,96,61,62,Non-Aboriginal Communities
1007032,Musgravetown,687,60,34,92,69,64,Non-Aboriginal Communities
1007036,Port Blandford,603,68,26,94,53,60,Non-Aboriginal Communities
1007037,Traytown,333,77,27,97,71,68,Non-Aboriginal Communities
1007038,"Division No.  7, Subd. D",232, , , , ,62,Non-Aboriginal Communities
1007039,Sandy Cove,160, , , , ,59,Non-Aboriginal Communities
1007040,Terra Nova,28, , , , ,,Non-Aboriginal Communities
1007041,Happy Adventure,285,60,33,93,73,65,Non-Aboriginal Communities
1007042,Eastport,557,64,38,89,60,63,Non-Aboriginal Communities
1007043,Sandringham,291,59,32,100,60,63,Non-Aboriginal Communities
1007044,Glovertown,"2,292",67,38,95,68,67,Non-Aboriginal Communities
1007045,"Division No.  7, Subd. N",21, , , , ,,Non-Aboriginal Communities
1007046,Salvage,240, , , , ,64,Non-Aboriginal Communities
1007047,Gambo,"2,339",63,37,92,68,65,Non-Aboriginal Communities
1007048,St. Brendan's,321,60,18,81,69,57,Non-Aboriginal Communities
1007049,Hare Bay,"1,224",57,24,92,52,56,Non-Aboriginal Communities
1007050,Centreville-Wareham-Trinity,"1,328",66,27,91,59,61,Non-Aboriginal Communities
1007051,"Division No.  7, Subd. B",6, , , , ,,Non-Aboriginal Communities
1007054,Greenspond,425,71,27,99,48,61,Non-Aboriginal Communities
1007056,"Division No.  7, Subd. A",152, , , , ,58,Non-Aboriginal Communities
1007057,Dover,821,43,19,88,51,50,Non-Aboriginal Communities
1007060,Badgers Quay-Valleyfield-Pools Island-Wesleyville-Newtown,"3,061",70,33,95,67,67,Non-Aboriginal Communities
1007064,Melrose,366,49,21,97,42,52,Non-Aboriginal Communities
1007067,Indian Bay,217, , , , ,52,Non-Aboriginal Communities
1008001,"Division No.  8, Subd. M",228, , , , ,53,Non-Aboriginal Communities
1008004,Lumsden,653,70,35,98,67,67,Non-Aboriginal Communities
1008006,Musgrave Harbour,"1,386",62,24,97,56,60,Non-Aboriginal Communities
1008008,"Division No.  8, Subd. L","3,919",59,24,94,58,59,Non-Aboriginal Communities
1008011,Carmanville,913,60,25,97,67,62,Non-Aboriginal Communities
1008020,"Division No.  8, Subd. N",691,61,21,92,57,58,Non-Aboriginal Communities
1008021,Fogo,982,67,31,90,71,65,Non-Aboriginal Communities
1008022,Joe Batt's Arm-Barr'd Islands-Shoal Bay,"1,028",64,21,95,59,60,Non-Aboriginal Communities
1008023,Tilting,339,67,38,94,75,68,Non-Aboriginal Communities
1008024,Change Islands,460,62,31,94,66,63,Non-Aboriginal Communities
1008025,Seldom-Little Seldom,533,66,26,96,50,60,Non-Aboriginal Communities
1008026,"Division No.  8, Subd. I",145, , , , ,64,Non-Aboriginal Communities
1008029,Crow Head,267,71,26,97,74,67,Non-Aboriginal Communities
1008031,"Division No.  8, Subd. H","2,902",63,23,94,60,60,Non-Aboriginal Communities
1008032,Cottlesville,351,70,28,92,63,63,Non-Aboriginal Communities
1008033,Summerford,"1,137",64,24,96,58,61,Non-Aboriginal Communities
1008035,Twillingate,"2,954",68,29,96,66,65,Non-Aboriginal Communities
1008036,"Division No.  8, Subd. G",535,65,28,92,62,62,Non-Aboriginal Communities
1008037,Campbellton,642,61,37,92,57,62,Non-Aboriginal Communities
1008038,Birchy Bay,735,56,32,95,57,60,Non-Aboriginal Communities
1008039,Comfort Cove-Newstead,597,60,23,95,56,59,Non-Aboriginal Communities
1008040,Baytona,363,55,30,90,58,58,Non-Aboriginal Communities
1008042,"Division No.  8, Subd. F","1,126",55,26,89,59,57,Non-Aboriginal Communities
1008043,Embree,819,60,27,96,62,61,Non-Aboriginal Communities
1008044,Lewisporte,"3,709",71,41,97,74,71,Non-Aboriginal Communities
1008045,Little Burnt Bay,412,56,23,98,65,61,Non-Aboriginal Communities
1008046,"Division No.  8, Subd. E",750,56,22,97,68,60,Non-Aboriginal Communities
1008047,Point of Bay,183, , , , ,61,Non-Aboriginal Communities
1008048,Leading Tickles West,513,59,19,95,67,60,Non-Aboriginal Communities
1008049,Point Leamington,783,65,33,96,66,65,Non-Aboriginal Communities
1008052,"Division No.  8, Subd. D",2, , , , ,,Non-Aboriginal Communities
1008053,Pilley's Island,432,65,26,90,54,59,Non-Aboriginal Communities
1008054,Triton,"1,249",68,22,96,71,64,Non-Aboriginal Communities
1008055,Brighton,272,68,36,97,74,68,Non-Aboriginal Communities
1008056,Lushes Bight-Beaumont-Beaumont North,348,57,15,86,61,55,Non-Aboriginal Communities
1008058,"Division No.  8, Subd. C",338,65,30,100,69,66,Non-Aboriginal Communities
1008059,"South Brook, Hall's Bay",639,63,26,97,52,59,Non-Aboriginal Communities
1008060,Robert's Arm,963,66,26,92,60,61,Non-Aboriginal Communities
1008061,Springdale,"3,381",70,35,96,69,68,Non-Aboriginal Communities
1008062,Port Anson,185, , , , ,64,Non-Aboriginal Communities
1008063,Little Bay,150, , , , ,55,Non-Aboriginal Communities
1008064,Little Bay Islands,244, , , , ,64,Non-Aboriginal Communities
1008065,"Division No.  8, Subd. P",528,61,19,89,50,55,Non-Aboriginal Communities
1008066,Beachside,239, , , , ,61,Non-Aboriginal Communities
1008067,"Division No.  8, Subd. O",558,62,22,96,47,57,Non-Aboriginal Communities
1008069,King's Point,845,64,25,100,56,61,Non-Aboriginal Communities
1008070,Nippers Harbour,226, , , , ,58,Non-Aboriginal Communities
1008071,Burlington,432,52,32,98,61,60,Non-Aboriginal Communities
1008072,"Middle Arm, Green Bay",640,58,17,93,52,55,Non-Aboriginal Communities
1008073,Tilt Cove,13, , , , ,,Non-Aboriginal Communities
1008074,"Division No.  8, Subd. A",515,59,12,92,40,51,Non-Aboriginal Communities
1008075,Fleur de Lys,375,63,22,90,64,60,Non-Aboriginal Communities
1008076,La Scie,"1,254",68,27,90,56,60,Non-Aboriginal Communities
1008077,Brent's Cove,283,69,34,93,57,63,Non-Aboriginal Communities
1008078,Pacquet,291,67,28,100,52,62,Non-Aboriginal Communities
1008079,Baie Verte,"1,708",70,48,93,72,71,Non-Aboriginal Communities
1008091,Seal Cove,560,60,35,97,57,62,Non-Aboriginal Communities
1008092,Coachman's Cove,182, , , , ,60,Non-Aboriginal Communities
1008093,Westport,412,51,25,92,51,55,Non-Aboriginal Communities
1008095,Ming's Bight,435,59,20,99,63,60,Non-Aboriginal Communities
1008096,Woodstock,289,56,20,94,57,57,Non-Aboriginal Communities
1008098,Miles Cove,204, , , , ,58,Non-Aboriginal Communities
1009001,"Division No.  9, Subd. F",207, , , , ,63,Non-Aboriginal Communities
1009002,Great Harbour Deep,196, , , , ,69,Non-Aboriginal Communities
1009004,Englee,827,58,21,90,42,53,Non-Aboriginal Communities
1009006,Roddickton,"1,103",66,29,94,71,65,Non-Aboriginal Communities
1009008,Conche,345,64,30,93,65,63,Non-Aboriginal Communities
1009009,"Division No.  9, Subd. A",51, , , , ,,Non-Aboriginal Communities
1009010,Trout River,688,58,23,89,63,58,Non-Aboriginal Communities
1009011,Woody Point,400,66,29,95,58,62,Non-Aboriginal Communities
1009012,Norris Point,850,66,37,91,73,67,Non-Aboriginal Communities
1009013,Rocky Harbour,"1,066",69,33,98,67,67,Non-Aboriginal Communities
1009015,Daniel's Harbour,430,65,42,97,67,67,Non-Aboriginal Communities
1009016,Cow Head,665,64,32,89,73,64,Non-Aboriginal Communities
1009017,Parsons Pond,530,65,20,91,54,57,Non-Aboriginal Communities
1009018,Hawke's Bay,514,66,25,91,67,62,Non-Aboriginal Communities
1009019,Port Saunders,876,69,33,97,70,67,Non-Aboriginal Communities
1009020,St. Paul's,384,49,13,100,55,54,Non-Aboriginal Communities
1009021,"Division No.  9, Subd. C","3,713",66,29,93,65,63,Non-Aboriginal Communities
1009022,Port au Choix,"1,146",72,27,92,73,66,Non-Aboriginal Communities
1009023,Anchor Point,350,67,24,100,71,66,Non-Aboriginal Communities
1009024,Flower's Cove,354,75,39,94,75,71,Non-Aboriginal Communities
1009026,Bird Cove,333,68,28,96,66,64,Non-Aboriginal Communities
1009027,Bide Arm,269,58,21,97,60,59,Non-Aboriginal Communities
1009028,Main Brook,424,66,30,92,59,62,Non-Aboriginal Communities
1009029,St. Anthony,"2,996",73,43,95,77,72,Non-Aboriginal Communities
1009030,Glenburnie-Birchy Head-Shoal Brook,321,62,21,97,52,58,Non-Aboriginal Communities
1009031,"Division No.  9, Subd. D","1,160",56,25,90,39,52,Non-Aboriginal Communities
1009032,St. Lunaire-Griquet,929,56,33,95,51,59,Non-Aboriginal Communities
1009034,Cook's Harbour,260, , , , ,54,Non-Aboriginal Communities
1009035,Raleigh,366,61,31,100,64,64,Non-Aboriginal Communities
1009037,Sally's Cove,53, , , , ,,Non-Aboriginal Communities
1009039,Goose Cove East,315,43,30,79,36,47,Non-Aboriginal Communities
1009041,"Division No.  9, Subd. H",218, , , , ,56,Non-Aboriginal Communities
1009042,Bellburns,114, , , , ,72,Non-Aboriginal Communities
1009047,"Division No.  9, Subd. G",94, , , , ,70,Non-Aboriginal Communities
1009048,River of Ponds,308,62,28,91,62,61,Non-Aboriginal Communities
1010001,"Division No. 10, Subd. A",83, , , , ,49,Non-Aboriginal Communities
